index,Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment_Method
312,181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,Ewallet
313,870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card
314,423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash
315,227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,Cash
316,174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,208.677,Cash
317,428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,Cash
318,603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,Cash
319,704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card
320,787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet
321,649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash
322,622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,Cash
323,372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet
324,563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash
325,746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,Credit card
326,276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,410.508,Ewallet
327,815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,Cash
328,719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,Cash
329,730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,Credit card
330,340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,Cash
331,868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash
332,634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.635,Credit card
333,566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,Cash
334,442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,49.308,Credit card
335,835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,77.175,Ewallet
336,527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card
337,898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,Ewallet
338,692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.085,Cash
339,633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card
340,374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,404.649,Credit card
341,378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card
342,433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,Ewallet
343,873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,565.215,Cash
344,416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet
345,150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash
346,135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet
347,441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash
348,725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,Cash
349,531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,Cash
350,400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,Credit card
351,860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card
352,834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash
353,115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card
354,565-67-6697,B,Member,Male,Home and lifestyle,27,9,12.15,255.15,Cash
355,320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,Cash
356,889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,Credit card
357,632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card
358,554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,Cash
359,453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,Ewallet
360,578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash
361,612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,Credit card
362,605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,793.548,Cash
363,471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,209.559,Ewallet
364,462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash
365,272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,173.208,Cash
366,834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,Cash
367,122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,Cash
368,468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash
369,613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,Cash
370,254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card
371,201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.011,Cash
372,261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card
373,730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,Ewallet
374,382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,Cash
375,422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card
376,667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,Ewallet
377,843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,Credit card
378,743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet
379,595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet
380,182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card
381,289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,Credit card
382,462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,Cash
383,868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,Cash
384,153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,314.538,Ewallet
385,662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,Ewallet
386,525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,Cash
387,689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,Cash
388,725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,Credit card
389,394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet
390,596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,Credit card
391,541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,Cash
392,173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,Cash
393,563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet
394,308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,Credit card
395,885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,Ewallet
396,726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,Ewallet
397,316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,Ewallet
398,760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash
399,793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,Credit card
400,346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,Cash
401,110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,Credit card
402,651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card
403,236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet
404,831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet
405,587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet
406,882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,Credit card
407,732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,Credit card
408,725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,288.582,Cash
409,256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,Ewallet
410,372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet
411,244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.205,Cash
412,569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,Ewallet
413,132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,Cash
414,696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,Ewallet
415,472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,Ewallet
416,268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,Ewallet
417,750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,Credit card
418,186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,Ewallet
419,848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,Ewallet
420,745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,Cash
421,266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,Ewallet
422,740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash
423,271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card
424,301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card
425,489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,Cash
426,198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,Cash
427,269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,Cash
428,650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card
429,741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash
430,325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,Ewallet
431,286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card
432,574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,Ewallet
433,459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,Ewallet
434,616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card
435,837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card
436,751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,Ewallet
437,257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,Ewallet
438,345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card
439,549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,Ewallet
440,810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card
441,450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,Cash
442,394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,742.812,Credit card
443,138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card
444,192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,Ewallet
445,301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,140.385,Cash
446,390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card
447,235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,290.43,Credit card
448,453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card
449,296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,Credit card
450,449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,41.076,Credit card
451,891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,Cash
452,744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,Cash
453,727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,Ewallet
454,568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,Ewallet
455,187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,Cash
456,767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,Cash
457,710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,731.43,Credit card
458,533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,Cash
459,325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,Cash
460,729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card
461,639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,Cash
462,234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,Credit card
463,326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,Cash
464,320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,Cash
465,470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,269.535,Credit card
466,878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,Credit card
467,440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card
468,554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,233.226,Cash
469,746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet
470,233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,Cash
471,767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,Ewallet
472,340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,Cash
473,405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card
474,731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,609.588,Cash
475,676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,Cash
476,502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,Credit card
477,485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,174.615,Credit card
478,598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,Ewallet
479,701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,Ewallet
480,575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet
481,541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,Cash
482,246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,Cash
483,674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,194.985,Ewallet
484,305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash
485,493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,Credit card
486,438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,Ewallet
487,709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,Cash
488,795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,Ewallet
489,556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash
490,627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet
491,686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,Ewallet
492,510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card
493,608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,Ewallet
494,148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card
495,437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,Ewallet
496,632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,637.728,Cash
497,556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,Cash
498,862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,Cash
499,401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,Cash
500,849-09-3807,A,Member,Female,Fashion accessories,88.34,7,30.919,649.299,Cash
